GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,5
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,2
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,2
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,12
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,13
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,6
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,6
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,3
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,2
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,7
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,6
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,7
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,6
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,3
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,2
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,14
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,12
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,7
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,7
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,2
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,3
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,14
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,14
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,4
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,4
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,4
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,7
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,8
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,7
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,5
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,7
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,6
Cre10-g457000,CYN65,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,5
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,0
Cre10-g460150,ERM9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,0
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,3
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,3
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,3
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,4
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,8
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,4
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,8
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,5
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,8
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,9
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,7
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,6
Cre10-g460600,CYN53,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,7
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,6
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,6
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,6
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,6
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,3
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,6
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,4
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,3
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,3
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,5
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,2
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,1
Cre10-g460650,CYN52,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,2
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,26
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,31
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,0
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,33
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,34
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,0
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,4
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,6
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,19
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,22
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,2
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,2
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,22
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,23
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,7
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,9
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,23
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,25
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,24
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,28
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,1
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,2
Cre10-g465550,CLPD1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,2
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,18
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,15
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,104
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,96
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,33
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,32
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,14
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,13
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,10
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,11
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,29
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,30
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,15
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,13
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,86
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,91
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,72
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,58
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,13
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,13
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,18
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,20
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,20
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,20
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,12
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,12
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,67
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,61
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,55
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,50
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,16
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,16
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,57
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,56
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,53
Cre10-g466850,FKB18,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,54
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,11
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,12
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,18
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,20
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,23
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,10
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,11
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,17
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,21
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,14
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,15
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,14
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,22
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,22
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,14
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,18
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,14
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,14
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,20
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,18
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,15
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,23
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,22
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,18
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,18
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,16
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,23
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,25
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,19
Cre11-g467575,,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,17
Cre11-g467644,CLPB1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,4
Cre11-g467644,CLPB1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,4
Cre11-g467644,CLPB1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,9
