GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre08-g360550,ERM3,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,0
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,21
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,20
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,2
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,2
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,8
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,8
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,23
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,21
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,3
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,3
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,16
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,16
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,20
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,23
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,3
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,3
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,13
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,14
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,23
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,22
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,6
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,6
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,15
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,17
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,22
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,23
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,4
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,3
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,12
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,11
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,20
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,21
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,4
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,4
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,12
Cre08-g360600,ERM4,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,13
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,45
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,44
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,79
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,80
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,64
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,63
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,38
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,38
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,73
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,75
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,52
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,53
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,70
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,72
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,98
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,103
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,79
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,87
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,66
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,72
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,77
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,78
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,76
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,73
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,60
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,61
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,91
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,97
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,70
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,75
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,62
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,62
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,87
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,94
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,78
Cre08-g370450,MGE1,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,78
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,2
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,3
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,1
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,1
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,6
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,2
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,3
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,1
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,1
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,10
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,10
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,6
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,4
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,4
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,9
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,11
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,3
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,3
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,11
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,9
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,5
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,5
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,4
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,4
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,12
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,11
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,7
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,6
Cre09-g389550,DNJ13,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,5
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,12
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,13
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,1
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,8
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,8
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,11
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,10
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,2
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,11
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,11
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,4
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,3
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,10
Cre09-g399300,FKB17-1FKB14,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,10
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,19
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,18
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,11
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,17
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,19
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,11
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,22
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,20
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,15
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,15
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,14
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,18
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,16
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,14
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,21
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,22
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,12
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,21
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,22
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,13
Cre09-g416100,DNJ11,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,11
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,16
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,15
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,12
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,12
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,24
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,27
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,15
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,14
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,11
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,10
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,19
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,20
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,20
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,19
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,19
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,21
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,33
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,29
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,18
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,19
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,16
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,15
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,24
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,23
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,22
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,21
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,18
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,17
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,28
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,28
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,20
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,22
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,20
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,20
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,28
Cre10-g417500,CYN20.5CYN9,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,29
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,15
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,13
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,39
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,36
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,24
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,25
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,12
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,12
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,30
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,31
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,15
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,14
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,16
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,2,14
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,1,36
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0.5,2,34
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,1,24
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,4,2,23
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,1,14
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0,2,14
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,1,24
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,0.5,2,24
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,1,15
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,ho+BV,4,2,14
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,1,16
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0,2,16
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,1,31
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,0.5,2,30
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,1,21
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C1NT,4,2,21
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,1,17
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0,2,17
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,1,32
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,0.5,2,32
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,1,23
Cre10-g420100,DNJ35,Z4-CLPP-DNAJ-FKB-ERD4,C2NT,4,2,21
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,1,5
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0,2,5
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,1,1
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,0.5,2,1
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,1,9
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WTNT,4,2,9
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,1,4
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0,2,4
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,1,1
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,0.5,2,1
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,1,10
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,WT+BV,4,2,10
Cre10-g454250,FKB16-9FKB13,Z4-CLPP-DNAJ-FKB-ERD4,hoNT,0,1,5
